Mass,RT,SXT-col-12h+13c6-phe-1,SXT-col-12h+13c6-phe-2,SXT-col-12h+13c6-phe-3,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3
361.2827,11,61798.6557,67794.40328,60191.83639,100327.9496,94821.25867,102948.6908
686.1613,5.33,49728.40381,56407.99764,54016.40153,10274.62464,14934.90997,10117.21041
876.3169,5.33,1,1,1,1,1,1
178.0413,8.21,28697.66005,63126.43007,52705.18166,56151.93746,48994.85425,60478.9748
393.209,1.97,71407.3122,85613.97469,92250.69918,1,1,1
459.1589,8.16,41106.37484,48612.23263,54167.66409,64292.56405,49005.58429,36885.65427
459.1589,4.18,51839.21227,61650.28148,70982.32644,64837.69292,40211.21157,62760.44472
508.0825,4.45,50102.86987,81522.95013,21165.37853,1,32992.66027,22577.31798
1272.9515,16.4,50140.38844,54028.29096,54831.70305,58923.68269,75691.06452,70885.79408
636.4231,17.01,62059.05075,66975.61011,65897.41322,59046.27019,67509.75997,55045.41702
487.0215,8.45,22676.8507,25309.83645,27446.64724,22272.40093,18149.0516,16874.76583
490.2691,15.8,4465.62775,14803.18259,33619.8754,85404.89171,68141.55628,99808.35289
472.1162,5.22,65696.11486,62726.5525,100604.8566,36578.98937,31801.5636,29502.02103
1027.5388,12.29,41961.16492,45809.59381,41710.21304,99939.82997,77034.0937,91001.30918
776.2198,2.95,1,1,23961.6653,26553.13444,1,34141.03367
216.0355,6.09,5052.600929,11446.58045,11306.90079,27070.46956,29770.97156,26033.63005
217.9169,1.1,169246.9923,150067.3913,148253.711,74896.08574,92017.86664,39480.53529
304.0818,7.69,7427.027517,19283.31497,39708.13229,43629.30113,38841.85564,38898.19492
628.1377,6.03,50372.8272,36828.12348,64417.41031,85338.59022,70569.3789,90151.5611
737.1798,1.32,1,1,1,1,1,1
454.2008,14.9,60097.42742,90701.43774,79092.96491,90038.76256,48460.91016,69194.89185
572.5034,16.96,45313.6929,52698.49802,44602.01414,52244.37839,57200.542,47903.29671
476.2145,12.9,1,1,1,1,70294.7891,1
376.0993,7.58,11679.85743,15633.98763,6224.369484,72729.60288,48660.07789,59617.05362
456.1814,5.44,13444.57247,17424.08906,28102.99184,1,1,1
492.1271,8.45,47945.58761,68645.24097,65203.49789,93363.566,77279.01699,88541.90984
1040.6072,12.33,80227.9746,86987.35725,80918.94813,110718.1891,66339.19117,96666.22379
219.0567,1.41,36417.75297,45276.37775,34733.03695,25510.32384,50003.20275,22355.68304
761.1006,3.27,4212.401025,13276.60862,8248.70896,23332.56479,35427.21415,25990.71896
659.0533,6.37,72556.02467,76176.46891,79904.24288,37142.86631,29614.45934,34545.87782
380.1076,4.8,45935.09063,42658.78014,43117.61725,34532.2256,24412.18741,28913.62916
999.6229,5.54,42320.74946,38136.38503,39462.51477,52533.84827,61437.52691,57588.86517
543.2569,12.28,45898.52634,48599.95833,47293.76922,74049.12276,70845.15929,83574.75577
455.2649,10.91,11536.19259,14507.48954,9936.624658,65516.21707,83800.62296,73860.53899
337.1151,4.58,12923.58662,16886.4167,20689.74712,9480.504235,18477.23849,11710.75713
462.1523,6.79,10396.16012,30832.66267,36789.37813,21765.82307,14594.50157,15187.26757
306.9496,8.91,1,1,1,7153.085569,1,3685.878985
165.9426,0.83,74205.34049,73671.15477,76946.71819,49754.67396,55790.35986,54469.72727
657.1538,3.79,31858.7034,31477.35303,39574.5152,25274.0141,43287.17844,39997.03856
1010.2011,6.06,30026.3256,36024.0872,38888.30691,23432.80097,20422.43087,23622.05229
337.0446,6.31,34104.40181,58009.13567,56438.47138,57241.84021,59648.81014,67880.87861
472.3028,15.81,56513.23859,74460.44252,59931.00008,90878.92033,85551.6205,76153.14754
470.1819,4.84,44208.2185,61045.56369,58029.5889,17080.94385,16825.23952,20854.46731
108.0575,2.76,31681.85326,36323.41572,41271.31102,39507.5873,40950.26278,33706.52394
414.1108,4.23,86080.65027,68151.67688,85563.11041,62585.9912,55996.62691,58429.88975
403.0872,3.16,42833.10128,46782.77103,32009.10771,49796.95882,77554.75725,55670.69948
1067.5871,4.89,46714.47767,43392.73343,41496.8277,77950.69427,58766.64166,66445.96623
388.0275,1.32,1,44385.55553,14532.73118,16149.40523,20428.85243,17954.39372
1066.3119,5.71,90820.67112,69286.4585,57971.94325,72064.35051,85825.04098,61212.53327
555.3532,13.9,80166.15204,93520.46609,88583.33711,93429.38158,93822.38191,92074.30694
550.2259,18.64,69779.10178,2091.475386,6649.89388,146389.5091,116310.5172,59304.30744
536.2743,11.99,28604.89123,68690.10528,73885.17685,113662.5496,97520.81261,71900.91125
476.1068,4.01,2498.45306,4800.266284,13019.18979,1,1,3962.074767
423.2201,1.99,71416.5985,91033.50514,88983.24977,1208.447229,1,1837.729096
204.0634,7.65,10190.31486,25219.90852,25774.86429,28210.38721,21516.52414,24399.67448
910.5276,17.97,77062.36964,64983.4615,70374.17048,69398.06598,66578.81867,68078.72313
194.14,3.86,32002.8308,1,1,43000.40462,63223.88006,39882.98002
715.1004,5.48,39978.06464,47714.22022,43300.85907,31452.32511,27896.64462,28910.8432
574.1245,4.65,5468.186765,13361.73103,7318.741332,1,1,1
649.1048,7.5,50891.79048,41463.78212,32670.46607,49689.71419,62601.04767,62646.4577
394.9839,13.13,1,1,1,1,29370.11972,1
1084.355,4.57,25410.06963,25917.65039,23224.63151,6764.586836,8908.949611,9105.710807
380.1213,5.35,18844.64099,38184.25328,37831.18242,66313.19196,62550.06732,60117.54084
291.1498,4.65,30682.06179,34909.28011,32088.76442,39108.20381,41047.58825,41162.56679
584.2096,3.25,44091.13292,56306.90552,60346.71809,67025.65374,64776.38664,64378.02481
388.2339,12.95,41548.11731,41056.1522,46992.20519,1,1,1
1066.3127,3.86,67153.17166,53461.73539,52810.74157,60671.91819,67876.29635,57762.80133
538.0249,4.55,75558.61905,78317.3686,77676.05933,81281.56305,64787.69379,72854.23749
429.194,17.87,62372.29053,97054.49143,92013.67953,116256.3399,72706.86423,65519.09693
244.2032,13.75,19922.82259,13330.8422,14298.55884,14229.25338,724.4356299,1504.275271
236.0356,1.27,83459.36134,39416.5807,132398.478,52933.56823,30458.25579,142398.7847
497.0841,3.91,49459.52741,51676.46128,66287.08832,55806.40178,61057.90377,58004.17313
585.1687,6.1,28932.58697,39968.29833,35510.81022,132175.5557,29762.86388,19790.04211
1046.4664,14.15,1,1,1,1,1,1
370.2466,16.38,20524.37804,17269.85955,22175.34969,38057.92456,34754.89017,47710.48721
210.0527,3.83,19938.25303,21085.1162,22020.41094,25445.49938,32192.33766,22102.32873
511.2048,5.63,45621.86344,53167.81832,48510.11069,73076.85675,85565.47341,68939.37422
291.992,3.09,13245.08847,15932.59776,48166.29346,29960.01667,1,9312.348537
710.1187,1.23,8568.983618,9852.341617,16010.24342,21338.92569,20079.12658,16508.2205
885.31,4.56,83450.85417,79217.53666,70554.48422,92931.98418,62602.02538,69482.35151
340.1459,13.65,45835.03741,17852.27323,14500.83683,96106.09502,87575.99284,97742.89449
830.4304,13.67,15886.5674,10187.94853,17695.45939,1042.332245,1,2631.640584
840.5062,6.3,57886.51342,70469.06752,71418.05218,87252.38014,93987.29864,89774.07128
623.416,14.66,65584.27634,47507.26064,93320.95927,13559.82693,16012.88591,16769.03697
1056.2345,4.28,15215.56202,17618.07086,11527.86509,17987.22975,23278.02971,21587.62314
484.2517,7.42,62478.98795,69199.6099,64136.50071,45559.84897,41805.19726,50356.82112
366.2526,15.82,54621.68863,47306.75598,43267.62869,73441.84638,72590.53365,75041.44712
618.0387,3.54,91133.09405,81793.14036,83069.54632,86091.52764,82678.64307,84701.55598
889.5548,5.55,69780.6616,67623.70099,60520.14394,108872.1081,107101.9403,108224.9266
778.5282,4.93,46023.25599,46018.66304,49994.02607,1,1,1
442.124,2.74,67611.55546,58177.09422,61843.53668,57666.99098,57273.91711,52320.19772
230.0768,2.16,81010.01175,92632.22095,67493.00617,70857.58879,49730.95694,52788.22075
628.1212,3.87,97130.7753,82450.73142,77432.7272,86316.19274,77591.27525,84622.78736
248.0795,3.18,14660.05445,22563.11898,20495.06818,41813.15769,53140.6122,47117.32062
146.0579,2.64,32073.81717,15876.04654,1,27656.379,1,1
265.0676,1.16,1621.695063,8523.572868,14596.72465,13808.68857,46714.15211,11456.93797
475.1798,2.04,60522.93915,58228.02957,40752.71109,1,1714.554084,1
294.1834,11.22,11689.53064,21195.57267,25242.68613,65940.64168,48955.65854,48583.79213
326.1914,21.31,105544.0389,87599.41882,84192.36284,82388.74801,77111.95585,84970.77305
242.0785,4.76,1539.058351,1,1,1,1,1
458.3385,16.24,34529.56632,52708.67432,44849.11787,34143.84444,32664.83366,36063.26196
526.1562,2.04,22749.44108,21685.66781,1447.382678,81125.15521,95800.38431,89526.93411
464.4247,5.07,16413.61797,17644.93126,13958.95882,11420.55058,10492.58685,14104.39681
357.0291,12.1,1,3174.196589,2704.09903,1,1,1
747.2637,4.63,30630.42876,33346.32817,26564.95836,1,1,1
615.3136,13.64,40757.11491,54635.38004,41770.57713,108198.5995,39573.62406,70646.53898
562.0926,6.32,58808.44291,62158.2666,57899.96658,54023.22805,61355.07503,66905.99474
247.8936,21.29,118830.2717,53264.9078,44042.34062,37733.97395,35048.42124,42456.27216
117.0579,7.65,45954.04197,52921.05042,52672.15697,49035.97381,40570.79771,47238.25281
386.1206,4.18,64595.71418,53408.93802,66466.16015,71301.09855,63382.47451,68097.3053
259.0843,7.68,16487.37937,34727.04271,29491.43848,56867.4555,48113.17616,43664.68297
114.031,5.07,25960.1682,21689.66158,21412.59208,24278.83205,23641.60416,24923.65021
350.1569,4.59,6573.736827,5929.130083,7817.409746,4620.267713,987.7943223,4558.036756
506.2639,11.51,17848.88411,27123.13627,27925.96877,81546.74857,57959.83608,69680.22566
504.1688,1.43,32566.51282,31281.10604,39322.05026,33535.64994,27361.86249,32931.24883
652.1488,3.94,2483.150968,8855.772231,1,1,1,1
338.1205,2.89,1,1,1,1,5465.255508,1
516.0479,3.16,1,1,1,1,1,16811.30238
372.2386,13.91,66941.64936,76159.397,74092.85432,23890.94089,20770.27326,1
934.3306,3.08,1,1,1,1,1,1
686.3863,17.92,86936.58884,90475.40882,86209.67051,84411.05584,86132.03774,82653.59186
624.4227,15.55,52494.98001,52309.01238,45539.0667,43931.89459,57579.24545,67444.95179
300.7826,21.39,98626.48265,96127.20325,106689.6258,92291.21577,95113.82752,100136.8952
439.0456,1.24,11860.81116,3219.890623,4683.073026,4826.842567,3998.721352,4885.042948
538.3339,14.18,11481.34102,20072.39928,16516.73931,33472.15141,20043.10689,27320.67477
377.1414,13.67,6036.641221,7808.855848,12863.28671,5167.303153,7241.697455,13517.15597
548.0642,3.73,196721.3564,169167.0314,186615.1375,182477.2036,225107.6231,192634.0062
711.2072,3.46,26882.23325,32207.19233,45929.9423,1,1,1
304.9196,0.81,27469.29847,24339.94325,31263.32725,24210.32741,27680.0116,28447.00614
1031.1409,3.07,87820.17636,93339.503,110793.6184,65747.13626,83451.43274,105908.4994
592.2338,7.67,53425.15642,62353.10378,79168.54762,42456.21333,46069.16994,35579.59168
238.0469,4.68,1,4372.24877,4258.915021,6245.576904,17260.10284,13333.50794
597.2282,11,12883.71017,14714.12606,16897.50021,9558.806113,6650.565996,10611.73855
372.1966,4.8,15036.79253,11552.64538,15232.13335,1,1,1
376.1858,11.31,13927.26924,14133.94273,11392.32495,1,2034.401683,1
315.1008,7.89,713.7867604,14456.84959,12759.94521,37965.96034,25416.08468,22284.19125
136.0558,2.1,8294.110478,65147.94647,39244.9291,33327.33309,11475.54801,24398.07327
430.0722,2.64,37897.17467,57269.98469,21850.87097,58026.17136,43883.69988,37499.43544
954.2606,3.56,56952.00257,64324.58012,52755.23074,72285.17779,71444.593,78672.67185
375.0796,3.82,13137.78134,22746.04387,14266.9811,22172.95725,19385.21248,26583.16944
537.0537,2.41,27149.99339,22835.31741,14571.48259,13037.17079,18886.56614,17433.90838
550.287,11.32,34318.43223,51766.28655,60905.21213,1,1,1
923.1599,3.04,90696.10227,103124.8992,99853.28145,117288.9978,102101.7364,118700.3268
277.0049,1.22,1,8104.121024,72090.78748,1,17639.28031,14279.21227
544.2403,14.35,1,1,1,1,67312.8543,81210.34001
186.0428,8.4,17906.66687,26870.91252,22958.12552,77046.31728,66880.91083,81386.51137
532.3544,16.98,49212.92663,47342.55992,19032.0234,80596.03378,105748.4371,98935.7535
451.1299,5.97,34268.00293,45430.55474,64859.40792,45407.42592,40355.10971,58254.30574
725.4647,15.82,90146.85717,73213.24729,76691.38974,67449.86362,63318.28125,70345.61014
306.1374,2.36,64159.29274,53923.07755,59424.09826,25964.88031,19745.52136,30187.11892
522.1128,3.24,12719.90018,27871.14194,29978.11349,31789.2636,53034.15563,35154.13075
906.3581,12.69,26678.85151,61109.56726,78506.34846,1,135338.3616,202319.7696
825.1912,3.63,70332.94095,64591.7422,76466.75323,48972.32425,42462.0476,80261.29313
334.9805,10.75,2735.668256,6962.983776,8004.202129,84666.00667,30033.88356,58210.63547
1073.3416,7.05,10019.21164,14403.13315,12792.23014,21338.16618,23222.99007,25873.94132
310.0454,2.02,46286.49898,92471.9661,69989.05612,1,1,1
415.0553,4.65,38069.40271,42292.48132,35277.08442,1,1,1
224.2138,12.35,1,1,1,1,1,1
995.2311,6.74,119875.1568,118183.9742,148515.3332,93402.80043,118186.1351,85602.59112
374.1333,14.86,1,1,1,26149.29011,22440.14988,1185.728565
559.1089,12.7,34146.53687,47104.90849,55340.41789,72556.48089,77108.46085,76905.12556
878.6113,12.79,1,1,1,1,1,1
365.1103,5.12,17506.45581,19206.62036,14174.13796,34680.51331,33688.36297,30232.00695
275.9969,4.42,42192.81922,46988.74362,45132.24255,31599.61779,38119.24456,34276.87223
492.1795,10.94,20865.33749,66618.7342,37000.2209,128880.7505,104886.5368,93954.00966
494.1875,5.8,13290.50367,9082.417096,18265.75676,1,1,1
626.358,11.6,1,1,1,1,1,1
474.131,11.86,4758.867451,20548.28758,30447.01027,29895.16382,26735.93526,29454.59721
378.1259,3.29,36646.63046,1,1,1,1,23990.87533
621.1968,3.87,40502.08635,50806.10487,1624.561556,2200.455751,6535.612164,1
154.0139,4.09,2333.482739,1091.423503,659.3996813,2918.021146,1268.327447,2535.754564
402.1513,3.59,62761.65142,63733.49533,66615.56966,57190.848,59672.77894,61009.02271
138.0579,2.85,13651.36332,14109.12328,11587.19544,8724.457609,8149.976071,9860.487086
320.1407,3.99,1,1,1,1,1,1
303.8464,0.85,93616.06512,88789.51409,89145.74157,78031.5179,86010.14732,80519.76718
413.2234,8.15,14994.51856,9381.208638,11145.77679,10688.80104,10137.20473,8527.240711
436.0599,1.77,30850.78015,21116.05988,27656.69298,1,29375.5867,33516.89934
442.08,1.78,563.5308533,1,3841.099694,1,1,1
298.107,3.69,24554.05694,27381.6149,40226.61935,10846.0589,1,1
353.0782,5.83,30215.46799,43901.18344,45446.71132,32135.63667,22530.00138,25714.44548
184.0466,3.58,11503.58644,20219.43997,20957.11669,1,1,1
402.9701,6.85,28479.78991,43432.27703,41856.82657,85105.48922,63288.76197,76866.26849
808.1884,2.81,87964.15242,68709.80264,61734.75689,78087.24466,63458.00043,78168.72224
371.046,2.82,63259.39178,80489.63184,82170.30103,84751.46093,94943.18166,79566.48223
570.2798,11.81,32281.82999,42568.61519,40407.63688,63785.36543,50938.41159,52446.6695
330.0947,4.09,35475.85767,49760.13818,28820.54612,81244.50955,40149.10865,37708.87286
367.2713,13.36,9682.926117,7028.12023,8062.142237,13104.21399,13567.60003,15211.51834
509.3112,12.93,1,1,1,1,1,1
434.0456,2.15,75571.50458,123951.5902,108967.2282,117079.0289,76511.47509,75486.89315
776.1922,7.17,22514.66611,23414.63207,23124.59921,33948.56489,34526.79148,29662.6647
145.0375,1.23,25135.99244,29531.77232,19708.89596,24171.53,24710.31918,26170.06293
423.1102,3.27,10514.86418,21219.22654,9540.740114,1,1,1
133.957,21.26,31353.55562,40581.39319,43502.2914,62158.40047,45183.58299,41079.95504
242.0188,1.27,58712.61484,61040.56872,53508.00098,63191.95584,70195.71802,63583.65051
366.1256,2.89,142803.4963,30414.30573,1456.496166,1,1,1
214.1565,13.17,18565.55871,1811.046144,356.6277646,175304.9004,100934.7164,148943.2493
654.4119,15.25,1,1,5616.830564,52155.92173,96303.93031,69487.86977
828.2453,5.37,38438.04725,33060.63297,1,1,1,1
363.2983,11.45,49661.83099,55379.30739,56002.88134,63377.53322,59130.04935,60862.70382
714.1777,5.44,53917.14902,58765.96712,57869.88687,90155.62287,71913.30568,81277.78536
546.2118,4.95,32079.50666,42731.2463,42436.90031,1,1,1
752.1469,3.99,17193.67584,1656.116994,11503.64204,1,1,1
834.1452,3.06,96953.48485,96116.34346,86632.10274,90488.83311,66248.08019,75687.11655
305.9994,1.03,1,1392.1484,2617.309519,1,1,1
496.1891,16.48,11716.04154,2766.007093,6081.579973,64874.65662,62890.93149,68904.73052
1055.6413,15.12,91272.98425,131802.1483,105703.6067,73954.84485,56010.11675,60000.60823
352.2589,17.59,91211.88102,90963.95786,99873.17623,94562.00917,80688.47296,96600.50745
326.2241,14.99,29687.11383,66280.65951,26007.10292,97276.18599,60351.72793,51876.99221
729.4184,14.54,105477.5697,98457.32628,121233.1303,35584.44019,3410.307288,8817.610945
544.1973,5.81,14560.21222,21469.64233,17459.08585,576.7628496,3845.828937,2945.144955
368.1683,2.55,22691.21736,23122.71914,26609.69067,29013.25221,18693.87556,26403.04953
742.1994,6.84,34526.50741,63767.1849,52951.29785,79548.06934,78101.17509,82159.92727
495.2229,12.67,10081.06449,1,18328.16688,70873.19564,39418.78271,56037.09722
561.1469,4.67,4707.871667,6715.503363,9499.78305,1,6085.429979,5892.11657
270.2195,11.1,1,1,1,1,1,1
427.0534,7.86,1,1,1,1,1,1
317.0122,2.31,75548.61565,73959.16029,72273.29032,77220.91913,84114.11082,77018.94611
636.19,2.77,50400.64042,57943.88888,52473.27569,29021.66817,49995.68188,46800.84256
292.1059,3.04,51546.88917,38487.50009,56647.93902,19190.97132,1,20664.58385
506.3389,17.79,66512.36441,105576.03,68822.41382,86476.03619,84389.22606,84654.19038
711.1641,4.66,24061.88594,34742.12694,33554.10322,34728.05989,29357.61173,29735.90273
494.166,3.43,38906.8015,49325.00102,1,37807.18401,41451.96041,35208.5851
396.1812,7.72,4722.622608,614.8030864,7309.088357,8906.55499,12129.63141,13199.09944
194.0577,6.79,36165.18521,38016.66319,50723.94141,33961.53042,56889.50943,48801.22691
479.3009,11.88,30143.7601,31615.79553,31270.81901,61721.76877,24999.90738,47081.22476
178.0476,1.25,35597.37855,34080.40267,21167.90633,46864.67398,32743.94629,51318.06319
194.019,3.16,20080.15417,11491.19814,10065.98814,23145.96434,40884.36513,36867.31136
904.2595,6.79,88540.68884,80335.24616,81510.76982,43193.83012,70957.01287,62265.58379
944.5031,12.29,2616.834044,7289.131798,4937.611638,19152.87523,12625.62524,12287.06166
516.3435,15.59,1,1,1,1,1,1
163.0301,6.58,1,7105.976357,4901.854345,7593.290198,14897.95648,8538.253166
650.2005,9.44,9624.456293,17343.78338,30161.23933,105260.9878,81592.1026,90353.95939
595.2276,4.8,57693.48532,40404.66655,39645.45467,1,1,1
769.221,6.07,28904.59174,51330.64904,51010.06639,59877.20736,48658.44931,62611.72049
540.1742,10.65,41921.41172,55900.96032,52621.30396,84430.4058,58321.19578,70594.44911
658.1782,5.65,1,1,14695.11199,1,1,1
282.1304,4.54,37596.07093,41922.35088,40844.89476,1,1,1
608.028,3.74,50231.54531,46098.95894,38628.24433,30857.37065,55717.12162,50734.56579
172.0634,5.13,21853.8331,21453.23819,18739.79105,33161.55408,31250.73527,53439.38824
828.2279,3.82,18976.31617,15199.94596,17958.12317,1,20241.27582,12767.84343
145.0529,9.6,7682.85561,11606.05629,5729.446913,16554.26414,23164.0649,19857.31237
408.2692,12.93,1,1,1,1,56613.39269,96225.36887
486.2847,16.38,1,1,1,1,76746.44299,40736.87583
902.269,3.45,66003.03373,53843.38736,37112.50351,85172.44283,94629.13821,42475.2315
736.342,4.96,46122.56419,38301.1689,19589.99522,1,1,1
489.2851,11.71,37427.01799,63002.55752,66532.58937,85523.4084,39893.70495,64507.70008
491.2013,4.13,47002.4036,44349.71388,37840.09684,47106.15345,35073.60682,38105.73837
460.2118,15.64,17284.2448,1,1,105243.9103,96052.13119,102365.0643
648.1654,3.82,16517.76059,20516.95911,13272.2227,1,17092.02925,10156.48913
860.1697,6.31,14783.27191,26742.5871,13581.52804,25177.57213,58324.19408,36722.10988
762.0914,3.92,32023.12906,26202.14114,19960.23043,21192.31242,22429.73172,32901.36402
515.2183,8.39,20522.91157,28427.52032,16621.61014,7805.000544,11299.58096,5731.128847
478.2329,9.86,4567.412149,1,1662.049597,17185.77197,9337.040192,6341.313616
465.1433,4.09,44694.19376,42551.93702,14502.41801,12350.04065,1,1
404.3127,16.95,65002.98865,67453.77137,53325.38787,70306.38991,75504.78166,71481.95867
482.1315,5.47,15913.92141,33300.99534,35075.44112,71231.94444,68852.76789,65848.72323
874.1938,2.81,102585.9437,91559.75421,74016.63738,89680.40019,82638.88527,86355.62866
396.0985,5.99,42599.14668,51359.66182,65839.71774,59338.28126,49868.85367,51631.20424
506.0196,3,109892.9484,99800.34649,97933.23331,83049.07631,73217.27375,79381.693
809.4036,14.95,1,1,44118.7102,65597.8414,74247.51624,79578.07767
708.354,2,82044.55134,75852.50209,79455.35291,1,1,1
285.069,7.05,7760.610877,9325.915045,9089.734637,9213.522875,12246.4652,11766.61641
924.5188,14.78,1,1720.545135,1,77751.41649,59374.54607,61924.20468
372.298,14.61,43480.21443,29438.43155,27564.81973,77358.01397,55337.2164,61001.98862
299.1096,4.79,42432.58058,44955.17252,46391.61963,1,1,1
228.0125,10.51,6969.475661,6977.148214,1033.996188,35038.29422,28204.09014,31280.24367
740.3061,5.36,21015.15153,34960.75428,32059.50946,41396.24792,28592.19193,35978.42948
326.0614,1.9,53788.89009,49259.20969,75984.02018,31138.64792,26045.50618,38890.03588
295.1057,2.76,8291.650109,6021.813912,4302.61447,22200.56931,67392.9527,49811.79718
676.1188,8.44,15619.73705,25300.0196,24901.46126,23818.53081,20372.87326,23128.29799
840.1643,3.05,33154.17972,32292.75533,27100.58939,1,1,1
394.2837,16.94,50883.54497,48319.023,38702.22117,64617.20826,76653.16956,69037.94449
466.2037,5.81,26171.76415,24524.16433,12819.87992,33854.38021,39025.58489,27318.43191
535.8811,0.79,29234.68273,39576.28527,29010.17849,38321.08708,50618.64522,42470.37846
652.1892,6.55,25803.99021,42571.77995,44806.71503,74045.72999,70288.40774,65004.62675
120.0573,4.53,58095.64482,80028.52726,81639.37741,31187.0668,29007.57845,28415.85709
551.0694,6.06,49733.96732,57625.31601,59370.42179,37123.13227,43143.94422,50592.0524
658.0004,1.26,1,3122.986079,11482.77929,240.1111045,1,1645.98473
547.1473,4.21,52212.79701,64487.27375,54725.12789,69642.94964,1,1
618.3759,12.75,4869.536928,1,1512.307914,1,1,4725.651987
739.2142,10.92,1,1,1,1,1,1092.63335
500.1096,3.62,52454.01217,54474.26997,37517.7266,59280.90368,48391.6467,51779.12416
547.2876,13.19,80726.64606,88097.97659,79221.0511,19914.84224,10302.35915,20972.36061
730.2463,6.7,50778.09258,15590.04734,37343.2839,37135.5033,25704.14018,52796.42823
194.1469,3.86,39454.96053,1,1,43626.06332,63296.83316,45084.95248
263.9395,0.77,91338.27872,89774.11829,90804.35199,78984.1054,43745.81189,76684.13786
354.149,15.43,9936.733022,9787.754,10501.79459,5284.756845,19718.02556,19540.48857
528.2896,5.03,53553.27719,75353.7649,61875.65071,74751.15739,61489.10682,62137.45637
776.1835,3.82,48584.97899,1,71505.33523,39819.16984,77974.17942,61477.02402
262.1414,5.14,11817.07186,14192.6233,12113.97732,17033.35129,12132.26398,11227.46711
454.1065,3.67,71477.79737,38985.83148,66093.29648,41271.49669,39900.45748,41419.17527
229.0021,6.26,18723.28432,23298.60786,12055.97878,37082.25253,70472.78662,51697.03609
640.1418,6.28,1,1,1,1,1,1
227.0433,2.17,1,1,72818.15116,31217.75687,40092.6754,37823.79247
367.075,1.31,28692.26555,33315.50585,17116.50335,24978.88758,37948.09239,33507.9492
345.1061,3.22,58037.11566,56682.28962,56961.58467,54706.822,49902.20012,52528.06961
798.2358,5.27,55335.63424,50791.54202,49157.3657,45948.42692,48878.10744,72108.2278
1073.5173,12.29,81470.37067,88343.9424,90585.34905,98904.1388,90691.40325,103766.5117
222.0277,6.89,1,1,1,939.9667755,2111.531021,1176.515202
550.2644,12.12,1,1,1,1,1,1
946.1402,5.83,38878.8253,43222.8031,27985.56541,55765.50955,51081.71635,48076.25169
570.2419,14.36,1,1,1,1,54005.74859,60083.71584
452.1847,14.08,22347.94327,33446.05256,41483.9573,61557.90931,47805.79394,66427.14122
928.34,12.69,1,50036.16859,60122.18777,73750.79826,58162.9029,67213.42366
564.3904,18.4,31647.87592,37110.96696,38044.84432,1,1,1
205.077,3.68,43421.16652,23599.82699,34417.68535,45207.08159,42398.31533,28867.072
922.3032,4.3,29780.45138,25597.96922,31655.53052,1,1,1
522.0145,2.09,12635.82005,12223.9683,18805.01176,18917.93859,5975.6358,4045.105233
563.2718,3.16,42583.89121,47824.37433,38036.35888,82695.51386,70442.83525,79552.93528
522.2584,16.4,39851.60281,49197.71419,73077.79858,65281.7759,80843.03947,73501.76251
636.154,4.31,16180.48873,20112.40006,22018.01432,1,1,1
358.1055,5.12,80377.93011,88056.10889,86620.79406,76100.08929,82299.6163,77536.12766
796.287,6.74,48417.24059,49363.06802,132456.6245,4307.426483,3335.486824,11273.90145
1068.4064,3.8,5687.344327,6067.333491,5556.371126,1,1,1
809.4836,5.29,94356.3129,89948.05596,88706.45254,136801.3529,131372.2168,138210.5238
421.1216,3.05,18032.94428,33094.83671,25217.60831,24480.38103,16872.01207,25940.30103
205.0896,5.37,22418.48973,37352.45479,36880.38792,43747.48648,28244.8281,37594.08016
336.1415,4.94,1,1,1,1,6664.886943,2374.094085
895.1881,6.48,38694.46206,54418.76186,52693.32029,99587.77357,82098.30983,101022.6839
695.1298,4,115013.3691,29679.89008,71180.31991,55104.00857,34697.37674,62871.24547
466.2012,5.07,12517.66335,15515.46551,10971.28925,17490.76558,16087.74787,13155.35641
175.8712,21.3,84045.85205,80229.5419,89087.01169,79104.68561,79948.38558,81383.48658
328.1158,3.8,21409.29337,21831.16365,1,35518.1515,36115.25175,35541.00805
316.079,6,1,21568.46908,29727.33734,29507.78085,21062.37963,33582.33739
1071.2899,4.09,46365.7726,88015.39083,65028.4523,89201.51628,44473.04099,95564.93177
194.1073,7.94,88626.14858,98021.43415,101272.7499,97366.92994,97327.3981,98255.67119
1016.2131,5.24,72787.9808,55975.9911,75136.41053,93491.10962,47164.76456,100958.5502
125.0477,3.6,68457.66655,52983.51633,63973.76846,43154.32357,40454.97755,36939.00389
530.3223,15.83,2593.053054,11149.64855,5443.388191,80178.82771,55652.02545,61588.35089
432.1912,11.14,34113.75379,20678.34469,17849.68929,79083.15024,68188.13305,75037.2525
331.1322,10.87,3663.152075,7340.170461,8251.932009,25791.33668,26809.14434,31891.88885
819.1275,2.56,22355.65264,8196.436587,12433.95567,20637.73897,11999.26556,12844.41571
216.1092,3.17,17623.39081,18712.0478,17571.45331,1,1,1
476.2913,15.99,9697.109911,18303.18774,12671.33435,73500.47306,45131.09432,37974.83424
201.0634,1.36,21513.38577,21765.45351,34605.16471,20867.95002,45271.43191,11248.28379
794.1867,3.4,48860.0557,45967.74974,41769.91834,80694.78124,79421.45901,71218.15232
1088.5998,13.31,59637.5664,74056.99897,32750.19139,53506.04228,20283.61947,36800.67671
390.1137,3.33,53920.67327,40079.80592,16428.38923,5749.272484,19926.74207,15230.39812
